,, 1, 1, 1, 1,-0.10,0.10,-0.10,0.10,-0.20,0.20,0.24,,
,, 1, 2, 2, 2,0.50,0.50,-0.30,0.30,-0.30,0.30,0.66,,
,, 1, 3, 3, 3,0.00,0.00,-0.20,0.20,-0.10,0.10,0.22,,
,, 1, 4, 4, 4,0.40,0.40,-0.50,0.50,-0.20,0.20,0.67,,
,, 1, 5, 5, 5,0.40,0.40,-0.30,0.30,-0.50,0.50,0.71,,
,, 1, 6, 6, 6,1.20,1.20,0.00,0.00,-0.30,0.30,1.24,,
,, 1, 7, 7, 1,0.00,0.00,-0.70,0.70,-0.10,0.10,0.71,,
,, 1, 8, 8, 2,0.60,0.60,0.00,0.00,0.00,0.00,0.60,,
,, 1, 9, 9, 3,0.70,0.70,-0.70,0.70,-0.20,0.20,1.01,,
,, 1,10,10, 4,0.30,0.30,-0.20,0.20,-0.10,0.10,0.37,,
,, 1,11,11, 5,0.30,0.30,-0.30,0.30,0.10,0.10,0.44,,
,, 1,12,12, 6,-1.40,1.40,-0.60,0.60,-0.20,0.20,1.54,,
,, 1,13,13, 1,-0.30,0.30,-0.20,0.20,-1.00,1.00,1.06,,
,, 1,14,14, 2,-0.90,0.90,-0.80,0.80,-0.90,0.90,1.50,,
,, 1,15,15, 3,-1.60,1.60,-0.30,0.30,-1.20,1.20,2.02,,
,, 1,16,16, 4,-1.30,1.30,-0.50,0.50,-1.20,1.20,1.84,,
,, 1,17,17, 5,-0.90,0.90,-0.50,0.50,-0.30,0.30,1.07,,
,, 1,18,18, 6,-1.20,1.20,0.20,0.20,0.00,0.00,1.22,,
,, 1,19,19, 1,1.00,1.00,-0.10,0.10,0.20,0.20,1.02,,
,, 1,20,20, 2,0.10,0.10,-0.10,0.10,0.20,0.20,0.24,,
,, 1,21,21, 3,0.40,0.40,-0.10,0.10,0.30,0.30,0.51,,
,, 1,22,22, 4,0.30,0.30,-0.40,0.40,1.00,1.00,1.12,,
,, 1,23,23, 5,1.20,1.20,0.00,0.00,1.40,1.40,1.84,,
,, 1,24,24, 6,-0.30,0.30,-0.80,0.80,1.90,1.90,2.08,,
,, 1,25,25, 1,1.00,1.00,0.00,0.00,0.10,0.10,1.00,,
,, 1,26,26, 2,-0.10,0.10,-0.80,0.80,0.30,0.30,0.86,,
,, 1,27,27, 3,0.20,0.20,-0.40,0.40,-0.30,0.30,0.54,,
,, 1,28,28, 4,0.40,0.40,-1.00,1.00,0.50,0.50,1.19,,
,, 1,29,29, 5,0.00,0.00,-0.40,0.40,1.30,1.30,1.36,,
,, 1,30,30, 6,0.40,0.40,-0.50,0.50,1.10,1.10,1.27,,
,, 1,31,31, 1,-0.10,0.10,0.00,0.00,0.20,0.20,0.22,,
,, 1,32,32, 2,0.20,0.20,-0.30,0.30,0.20,0.20,0.41,,
,, 1,33,33, 3,-0.30,0.30,-0.80,0.80,0.20,0.20,0.88,,
,, 1,34,34, 4,0.30,0.30,-0.10,0.10,0.70,0.70,0.77,,
,, 1,35,35, 5,0.50,0.50,-0.50,0.50,0.90,0.90,1.14,,
,, 1,36,36, 6,-0.50,0.50,-0.50,0.50,0.90,0.90,1.14,,
,, 1,37,37, 1,-0.50,0.50,-0.40,0.40,1.00,1.00,1.19,,
,, 1,38,38, 2,0.50,0.50,0.20,0.20,1.10,1.10,1.22,,
,, 1,39,39, 3,0.50,0.50,-0.70,0.70,0.40,0.40,0.95,,
,, 1,40,40, 4,0.30,0.30,-0.20,0.20,0.40,0.40,0.54,,
,, 1,41,41, 5,-0.60,0.60,-0.40,0.40,1.10,1.10,1.32,,
,, 1,42,42, 6,0.00,0.00,0.10,0.10,1.10,1.10,1.10,,
,, 2, 1,43, 1,0.00,0.00,-0.20,0.20,-0.70,0.70,0.73,,
,, 2, 2,44, 2,0.70,0.70,-0.60,0.60,-0.40,0.40,1.00,,
,, 2, 3,45, 3,-1.60,1.60,-0.90,0.90,-0.80,0.80,2.00,,
,, 2, 4,46, 4,-0.60,0.60,-0.20,0.20,-0.60,0.60,0.87,,
,, 2, 5,47, 5,1.10,1.10,-0.30,0.30,-0.80,0.80,1.39,,
,, 2, 6,48, 6,-0.50,0.50,-0.40,0.40,-0.70,0.70,0.95,,
,, 2, 7,49, 1,0.50,0.50,-1.00,1.00,-0.50,0.50,1.22,,
,, 2, 8,50, 2,0.70,0.70,-0.60,0.60,-0.50,0.50,1.05,,
,, 2, 9,51, 3,0.50,0.50,-0.50,0.50,-0.60,0.60,0.93,,
,, 2,10,52, 4,0.50,0.50,-0.70,0.70,-0.60,0.60,1.05,,
